id,registry,is_resolved,iv_version,identification_step,is_dupe,iv_completion,iv_status,iv_interventional,has_german_umc_lead,lead_cities,facility_cities,title,center_size,main_sponsor,study_type,intervention_type,phase,enrollment,recruitment_status,masking,allocation,is_randomized,is_multicentric,is_prospective,has_summary_results,registration_date,start_date,completion_date,completion_year,primary_completion_date,primary_completion_year,summary_results_date,days_cd_to_summary,days_pcd_to_summary,days_reg_to_start,days_reg_to_cd,days_reg_to_pcd,days_cd_to_publication,days_pcd_to_publication,days_reg_to_publication,results_search_start_date,results_search_end_date,registry_download_date,doi,pmid,url,publication_date,publication_type,has_pubmed,has_ft,ft_source,pub_title,journal_pubmed,ppub_date,epub_date,has_iv_trn_abstract,has_iv_trn_secondary_id,has_iv_trn_ft,has_reg_pub_link,pmid_link,doi_link,reference_derived,has_crossreg_clinicaltrials.gov,has_crossreg_isrctn,has_crossreg_eudract,has_crossreg_drks,has_crossreg_anzctr,has_crossreg_ntr,n_crossreg_secondary_id,n_crossreg_abstract,n_crossreg_ft,n_crossreg_reg,n_reg_pub_any,n_reg_pub_doi_or_pmid,results_followup_pub,results_followup_sumres,has_followup_2y_pub,has_followup_2y_sumres,has_followup_5y_pub,has_followup_5y_sumres,is_summary_results_1y,is_summary_results_2y,is_summary_results_5y,is_publication_2y,is_publication_5y,color_green_only,color,issn,journal_unpaywall,publisher,publication_date_unpaywall,syp_response,can_archive,archiving_locations,inst_repository,versions,submitted_version,accepted_version,published_version,licenses_required,permission_issuer,embargo,date_embargo_elapsed,is_embargo_elapsed,permission_accepted,permission_published,is_oa,is_archivable,is_closed_archivable,reg_after_cd,reg_after_pub,reg_1y_after_start
NCT01470677,ClinicalTrials.gov,TRUE,2,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Bochum,NA,Tachosil for the Prevention of Symptomatic Lymph Cysts,small,Other,Interventional,Drug,Phase 3,220,Completed,Triple,Randomized,TRUE,TRUE,TRUE,FALSE,2011-07-12,2011-11-01,2016-01-01,2016,2016-01-01,2016,NA,NA,NA,112,1634,1634,-489,-489,1145,2020-07-01,2020-09-01,2021-08-15,10.1186/1471-2407-14-635,25175029,https://pubmed.ncbi.nlm.nih.gov/25175029/,2014-08-30,journal publication,TRUE,TRUE,doi,A collagen-fibrin patch (Tachosil®) for the prevention of symptomatic lymphoceles after pelvic lymphadenectomy in women with gynecologic malignancies: a randomized clinical trial,BMC cancer,2014-Aug-30,2014-08-30,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,18,18,1705,2053,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,TRUE,TRUE,gold,gold,1471-2407,BMC Cancer,Springer Science and Business Media LLC,2014-08-30,response,TRUE,['institutional repository'],TRUE,['publishedVersion'],FALSE,FALSE,TRUE,"[{'type': 'cc-by', 'terms': ''}]",journal,0,NA,TRUE,FALSE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT00561990,ClinicalTrials.gov,TRUE,2,Registry linked,TRUE,TRUE,TRUE,TRUE,TRUE,Bochum Bochum,NA,Nimotuzumab in Adults With Pancreatic Cancer,small,Industry,Interventional,Drug,Phase 2/Phase 3,188,Completed,NA,NA,NA,FALSE,FALSE,FALSE,2007-11-20,2007-09-01,2014-01-01,2014,2013-01-01,2013,NA,NA,NA,-80,2234,1869,1369,1734,3603,2020-07-01,2020-09-01,2021-08-15,10.1093/annonc/mdx343,28961832,https://pubmed.ncbi.nlm.nih.gov/28961832/,2017-10-01,journal publication,TRUE,TRUE,doi,"Gemcitabine combined with the monoclonal antibody nimotuzumab is an active first-line regimen in KRAS wildtype patients with locally advanced or metastatic pancreatic cancer: a multicenter, randomized phase IIb study",Annals of oncology : official journal of the European Society for Medical Oncology,2017-Oct-01,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,1,1,2435,2783,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,bronze,green,0923-7534,Annals of Oncology,Elsevier BV,2017-10-01,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,[],journal,12,2018-10-01,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT03829839,ClinicalTrials.gov,TRUE,2,Publ found in Google search (no ID),FALSE,TRUE,TRUE,TRUE,TRUE,Bonn,NA,Effects of Oxytocin and Lorazepam on Fear-related Intra-amygdalar Activity,small,Other,Interventional,Drug,Phase 1,120,Completed,Triple,Randomized,TRUE,FALSE,FALSE,FALSE,2019-02-01,2016-03-03,2017-08-16,2017,2017-08-16,2017,NA,NA,NA,-1065,-534,-534,996,996,462,2020-07-01,2020-09-01,2021-08-15,10.1073/pnas.1920147117,32385158,https://www.pnas.org/content/117/21/11781,2020-05-08,journal publication,TRUE,TRUE,doi,Common and dissociable effects of oxytocin and lorazepam on the neurocircuitry of fear,Proceedings of the National Academy of Sciences of the United States of America,2020-05-26,2020-05-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1112,1460,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,FALSE,TRUE,bronze,green,"0027-8424,1091-6490",Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,2020-05-08,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'other-closed', 'terms': ''}]",publisher,6,2020-11-26,TRUE,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE
NCT03265899,ClinicalTrials.gov,TRUE,2,Publ found in Google search (no ID),FALSE,TRUE,TRUE,TRUE,TRUE,Bonn,NA,Oxytocin and the Processing of Social Stress-Associated Chemosignals,small,Other,Interventional,Drug,Phase 1,60,Completed,Double,Randomized,TRUE,TRUE,FALSE,FALSE,2017-08-18,2015-07-01,2016-11-30,2016,2016-11-30,2016,NA,NA,NA,-779,-261,-261,498,498,237,2020-07-01,2020-09-01,2021-08-15,10.1038/s41386-018-0063-3,29703998,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6300531/,2018-04-12,journal publication,TRUE,TRUE,doi,Oxytocin reduces a chemosensory-induced stress bias in social perception,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2019-01,2018-04-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1371,1719,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,bronze,green,"0893-133X,1740-634X",Neuropsychopharmacology,Springer Science and Business Media LLC,2018-04-12,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2019-04-12,TRUE,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE
NCT03011970,ClinicalTrials.gov,TRUE,2,Publ found in Google ID search,FALSE,TRUE,TRUE,TRUE,TRUE,Bonn,NA,Temporal Dynamics and Pharmacokinetics of Intranasally Administered Oxytocin,small,Other,Interventional,Drug,Phase 1,116,Completed,Triple,Randomized,TRUE,FALSE,FALSE,FALSE,2016-12-12,2014-09-01,2016-02-01,2016,2015-12-01,2015,NA,NA,NA,-833,-315,-377,683,745,368,2020-07-01,2020-09-01,2021-08-15,10.1016/j.biopsych.2017.04.015,28629540,https://www.sciencedirect.com/science/article/abs/pii/S0006322317315585,2017-12-15,journal publication,TRUE,TRUE,doi,Kinetics and Dose Dependency of Intranasal Oxytocin Effects on Amygdala Reactivity,Biological psychiatry,2017-Dec-15,2017-05-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1674,2022,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,TRUE,TRUE,closed,closed,0006-3223,Biological Psychiatry,Elsevier BV,2017-12-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'cc-by-nc-nd', 'terms': ''}]",journal,12,2018-12-01,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
NCT02701933,ClinicalTrials.gov,TRUE,2,Publ found in Google ID search,FALSE,TRUE,TRUE,TRUE,TRUE,Bonn,NA,"Effects of Ketamine on Eye Movements, Perception and Brain Function",small,Other,Interventional,Drug,NA,24,Completed,Triple,Randomized,TRUE,FALSE,FALSE,FALSE,2016-02-17,2014-04-01,2014-12-01,2014,2014-12-01,2014,NA,NA,NA,-687,-443,-443,695,695,252,2020-07-01,2020-09-01,2021-08-15,10.1002/hbm.23294,27342447,https://onlinelibrary.wiley.com/doi/full/10.1002/hbm.23294,2016-10-26,journal publication,TRUE,TRUE,doi,Effects of ketamine on brain function during smooth pursuit eye movements,Human brain mapping,2016-11,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,2101,2449,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,green,green,1065-9471,Human Brain Mapping,Wiley,2016-10-06,response,TRUE,['institutional repository'],TRUE,['publishedVersion'],FALSE,FALSE,TRUE,"[{'type': 'cc-by', 'terms': ''}]",journal,0,NA,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE
NCT02280226,ClinicalTrials.gov,TRUE,2,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Bonn,NA,Evaluating the Influence of Apnea on Cardiac Function Using Cardiac Magnetic Resonance Imaging.,small,Other,Interventional,Device,NA,17,Completed,None (Open Label),NA,NA,TRUE,FALSE,TRUE,2014-10-29,2014-04-01,2016-07-01,2016,2016-07-01,2016,2017-10-24,480,480,-211,611,611,717,717,1328,2020-07-01,2020-09-01,2021-08-15,10.1186/s12968-018-0455-x,29909774,https://pubmed.ncbi.nlm.nih.gov/29909774/,2018-06-18,journal publication,TRUE,TRUE,doi,Cardiovascular magnetic resonance assessment of acute cardiovascular effects of voluntary apnoea in elite divers,Journal of cardiovascular magnetic resonance : official journal of the Society for Cardiovascular Magnetic Resonance,2018-06-18,2018-06-18,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1523,1871,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,gold,gold,1532-429X,Journal of Cardiovascular Magnetic Resonance,Springer Science and Business Media LLC,2018-06-18,response,TRUE,['institutional repository'],TRUE,['publishedVersion'],FALSE,FALSE,TRUE,"[{'type': 'cc-by', 'terms': ''}]",journal,0,NA,TRUE,FALSE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT02156661,ClinicalTrials.gov,TRUE,2,Publ found in Google search (no ID),FALSE,TRUE,TRUE,TRUE,TRUE,Bonn,NA,Oxytocin and Emotion Processing,small,Other,Interventional,Drug,Phase 1,97,Completed,Quadruple,Randomized,TRUE,TRUE,FALSE,FALSE,2014-06-03,2013-05-01,2014-06-01,2014,2014-06-01,2014,NA,NA,NA,-398,-2,-2,192,192,190,2020-07-01,2020-09-01,2021-08-15,10.1093/scan/nsu147,25398434,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4483569/,2014-12-10,journal publication,TRUE,TRUE,doi,The influence of oxytocin on volitional and emotional ambivalence,Social cognitive and affective neuroscience,2015-Jul,2014-11-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,2284,2632,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,hybrid,hybrid,"1749-5024,1749-5016",Social Cognitive and Affective Neuroscience,Oxford University Press (OUP),2014-12-10,response,TRUE,['institutional repository'],TRUE,['publishedVersion'],FALSE,FALSE,TRUE,"[{'type': 'cc-by', 'terms': ''}]",journal,0,NA,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE
NCT02012985,ClinicalTrials.gov,TRUE,2,Publ found in Google ID search,FALSE,TRUE,TRUE,TRUE,TRUE,Bonn,NA,Study to Evaluate the Efficacy and Safety of Oxabact (OC5) in Patients With Primary Hyperoxaluria,small,Industry,Interventional,Biological,Phase 1/Phase 2,28,Completed,Quadruple,Randomized,TRUE,TRUE,TRUE,FALSE,2013-12-11,2013-12-01,2015-01-01,2015,2015-01-01,2015,NA,NA,NA,-10,386,386,705,705,1091,2020-07-01,2020-09-01,2021-08-15,10.1007/s00467-016-3553-8,27924398,https://link.springer.com/article/10.1007/s00467-016-3553-8,2016-12-06,journal publication,TRUE,TRUE,doi,A randomised Phase I/II trial to evaluate the efficacy and safety of orally administered Oxalobacter formigenes to treat primary hyperoxaluria,"Pediatric nephrology (Berlin, Germany)",2017-05,2016-12-06,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,2070,2418,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,closed,closed,"0931-041X,1432-198X",Pediatric Nephrology,Springer Science and Business Media LLC,2016-12-06,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2017-12-06,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01972750,ClinicalTrials.gov,TRUE,2,Publ found in Google ID search,FALSE,TRUE,TRUE,TRUE,TRUE,Bonn,NA,Dovitinib (TKI258) in the Treatment of Patients With Relapsed Glioblastoma,small,Other,Interventional,Drug,Phase 1,12,Unknown status,None (Open Label),NA,NA,FALSE,TRUE,FALSE,2013-10-24,2013-10-01,2016-11-01,2016,2016-11-01,2016,NA,NA,NA,-23,1104,1104,-194,-194,910,2020-07-01,2020-09-01,2021-08-15,10.1007/s00432-016-2161-0,27100354,https://link.springer.com/article/10.1007%2Fs00432-016-2161-0#article-info,2016-04-21,journal publication,TRUE,TRUE,doi,Phase I trial of dovitinib (TKI258) in recurrent glioblastoma,Journal of cancer research and clinical oncology,2016-Jul,2016-04-21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,1400,1748,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,closed,closed,"0171-5216,1432-1335",Journal of Cancer Research and Clinical Oncology,Springer Science and Business Media LLC,2016-04-21,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2017-07-01,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01914159,ClinicalTrials.gov,TRUE,2,Publ found in Google search (no ID),FALSE,TRUE,TRUE,TRUE,TRUE,Bonn,NA,Ranibizumab In Pigment Epithelium Tears Secondary To Age-Related Macular Degeneration Study,small,Other,Interventional,Drug,Phase 2,24,Completed,None (Open Label),NA,NA,TRUE,FALSE,TRUE,2013-07-28,2013-02-01,2016-03-01,2016,2016-03-01,2016,2019-04-16,1141,1141,-177,947,947,1370,1370,2317,2020-07-01,2020-09-01,2021-08-15,10.1097/iae.0000000000002311,30198967,https://journals.lww.com/retinajournal/Abstract/2019/12000/RANIBIZUMAB_IN_PIGMENT_EPITHELIAL_TEARS_SECONDARY.14.aspx,2019-12-01,journal publication,TRUE,TRUE,doi,RANIBIZUMAB IN PIGMENT EPITHELIAL TEARS SECONDARY TO AGE-RELATED MACULAR DEGENERATION: A Prospective Study,"Retina (Philadelphia, Pa.)",2019-Dec,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,1645,1993,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,closed,closed,0275-004X,Retina,Ovid Technologies (Wolters Kluwer Health),2019-12-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'other-closed', 'terms': ''}]",publisher,12,2020-12-01,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01852149,ClinicalTrials.gov,TRUE,2,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Bonn,NA,Mitralign Percutaneous Annuloplasty First in Man Study,small,Industry,Interventional,Device,NA,35,Completed,None (Open Label),NA,NA,TRUE,FALSE,FALSE,2013-05-07,2009-08-01,2015-09-01,2015,2014-03-01,2014,NA,NA,NA,-1375,847,298,301,850,1148,2020-07-01,2020-09-01,2021-08-15,10.1016/j.jacc.2016.03.591,27339489,https://pubmed.ncbi.nlm.nih.gov/27339489/,2016-06-28,journal publication,TRUE,TRUE,doi,Treatment of Chronic Functional Mitral Valve Regurgitation With a Percutaneous Annuloplasty System,Journal of the American College of Cardiology,2016-06-28,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1827,2175,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,bronze,bronze,0735-1097,Journal of the American College of Cardiology,Elsevier BV,2016-06-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'cc-by-nc-nd', 'terms': ''}]",journal,12,2017-06-01,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,TRUE
NCT01651780,ClinicalTrials.gov,TRUE,2,Publ found in Google ID search,FALSE,TRUE,TRUE,TRUE,TRUE,Bonn,NA,"Open-label, Randomized Trial in Participants Undergoing TAVR to Determine Safety & Efficacy of Bivalirudin vs UFH",small,Industry,Interventional,Drug,Phase 3,803,Completed,None (Open Label),Randomized,TRUE,TRUE,TRUE,TRUE,2012-07-24,2012-10-01,2015-06-01,2015,2015-06-01,2015,2017-01-09,588,588,69,1042,1042,136,136,1178,2020-07-01,2020-09-01,2021-08-15,10.1016/j.jacc.2015.10.003,26477635,https://pubmed.ncbi.nlm.nih.gov/26477635/,2015-10-15,journal publication,TRUE,TRUE,doi,Bivalirudin Versus Heparin Anticoagulation in Transcatheter Aortic Valve Replacement: The Randomized BRAVO-3 Trial,Journal of the American College of Cardiology,2015-Dec-29,2015-10-15,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,2,2,1919,2267,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,bronze,bronze,0735-1097,Journal of the American College of Cardiology,Elsevier BV,2015-12-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'cc-by-nc-nd', 'terms': ''}]",journal,12,2016-12-01,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT01149109,ClinicalTrials.gov,TRUE,2,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Bonn,NA,Efficacy and Safety Study of Lomustine/Temozolomide Combination Therapy vs. Standard Therapy for Glioblastoma Patients,small,Other,Interventional,Drug,Phase 3,141,Completed,None (Open Label),Randomized,TRUE,TRUE,TRUE,FALSE,2010-06-14,2010-10-01,2017-04-06,2017,2017-04-06,2017,NA,NA,NA,109,2488,2488,679,679,3167,2020-07-01,2020-09-01,2021-08-15,10.1016/s0140-6736(18)31791-4,30782343,https://pubmed.ncbi.nlm.nih.gov/30782343/,2019-02-14,journal publication,TRUE,TRUE,doi,"Lomustine-temozolomide combination therapy versus standard temozolomide therapy in patients with newly diagnosed glioblastoma with methylated MGMT promoter (CeTeG/NOA-09): a randomised, open-label, phase 3 trial","Lancet (London, England)",2019-02-16,2019-02-14,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,1,2,2,1244,1592,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,green,green,0140-6736,The Lancet,Elsevier BV,2019-02-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'cc-by-nc-nd', 'terms': ''}]",journal,6,2019-07-31,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT00770783,ClinicalTrials.gov,TRUE,2,Publ found in Google ID search,TRUE,TRUE,TRUE,TRUE,TRUE,Bonn Bonn,NA,Magnetic Seizure Therapy (MST) for Treatment Resistant Major Depression,small,Other,Interventional,Device,Phase 3,30,Completed,Triple,Randomized,TRUE,FALSE,FALSE,FALSE,2008-10-09,2005-02-01,2014-05-01,2014,2013-09-01,2013,NA,NA,NA,-1346,2030,1788,208,450,2238,2020-07-01,2020-09-01,2021-08-15,10.1017/s0033291714002244,25420474,https://pubmed.ncbi.nlm.nih.gov/25420474/,2014-11-25,journal publication,TRUE,TRUE,doi,"Magnetic seizure therapy in treatment-resistant depression: clinical, neuropsychological and metabolic effects",Psychological medicine,2015-Apr,2014-11-25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,2315,2663,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,closed,closed,"0033-2917,1469-8978",Psychological Medicine,Cambridge University Press (CUP),2014-11-25,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'cc-by-nc-nd', 'terms': ''}]",journal,6,2015-05-24,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
NCT02479412,ClinicalTrials.gov,TRUE,2,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Bonn,NA,"A Multiple Dosing (14 Days) Study to Assess Efficacy and Safety of Three Dose Levels of AZD7594, Given Once Daily by Inhalation, in Patients With Mild to Moderate Asthma",small,Industry,Interventional,Drug,Phase 2,54,Completed,Double,Randomized,TRUE,TRUE,TRUE,TRUE,2015-06-17,2015-06-25,2016-02-08,2016,2016-02-08,2016,2017-01-27,354,354,8,236,236,1106,1106,1342,2020-07-01,2020-09-01,2021-08-15,10.1186/s12931-019-1000-7,30777086,https://pubmed.ncbi.nlm.nih.gov/30777086/,2019-02-18,journal publication,TRUE,TRUE,doi,"Efficacy and safety of AZD7594, an inhaled non-steroidal selective glucocorticoid receptor modulator, in patients with asthma: a phase 2a randomized, double blind, placebo-controlled crossover trial",Respiratory research,2019-Feb-18,2019-02-18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,1,1,1667,2015,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,gold,gold,1465-993X,Respiratory Research,Springer Science and Business Media LLC,2019-02-18,response,TRUE,['institutional repository'],TRUE,['publishedVersion'],FALSE,FALSE,TRUE,"[{'type': 'cc-by', 'terms': ''}]",journal,0,NA,TRUE,FALSE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT02034279,ClinicalTrials.gov,TRUE,2,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Bonn Frankfurt Heidelberg LMU-München Tübingen Ulm,NA,The INFECIR-2 Albumin Prevention Study,large,Other,Interventional,Drug,Phase 4,136,Terminated,None (Open Label),Randomized,TRUE,FALSE,TRUE,FALSE,2014-01-07,2014-05-01,2017-02-10,2017,2016-12-31,2016,NA,NA,NA,114,1130,1089,906,947,2036,2020-07-01,2020-09-01,2021-08-15,10.1016/j.cgh.2019.07.055,31394283,https://pubmed.ncbi.nlm.nih.gov/31394283/,2019-08-05,journal publication,TRUE,TRUE,doi,Efficacy of Albumin Treatment for Patients with Cirrhosis and Infections Unrelated to Spontaneous Bacterial Peritonitis,Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association,2020-04,2019-08-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,5,5,1299,1647,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,FALSE,TRUE,green,green,1542-3565,Clinical Gastroenterology and Hepatology,Elsevier BV,2020-04-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'cc-by-nc-nd', 'terms': ''}]",journal,12,2021-04-01,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT02997137,ClinicalTrials.gov,TRUE,2,Publ found in Google ID search,FALSE,TRUE,TRUE,TRUE,TRUE,Bonn,NA,Impact of an Amino Acid Composition With Micronutrients on Wellbeing of Patients With Chronic Exhaustion Conditions,small,Industry,Interventional,Dietary Supplement,Phase 3,74,Completed,Quadruple,Randomized,TRUE,FALSE,FALSE,FALSE,2016-12-15,2014-10-01,2016-02-01,2016,2016-02-01,2016,NA,NA,NA,-806,-318,-318,818,818,500,2020-07-01,2020-09-01,2021-08-15,10.3390/nu10050551,29710825,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5986431/,2018-04-29,journal publication,TRUE,TRUE,doi,Impact of a Specific Amino Acid Composition with Micronutrients on Well-Being in Subjects with Chronic Psychological Stress and Exhaustion Conditions: A Pilot Study,Nutrients,2018-Apr-29,2018-04-29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1674,2022,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,TRUE,gold,gold,2072-6643,Nutrients,MDPI AG,2018-04-29,response,TRUE,['institutional repository'],TRUE,['publishedVersion'],FALSE,FALSE,TRUE,"[{'type': 'cc-by', 'terms': ''}]",journal,0,NA,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE
