id,pub_title,doi,pmid,registration_date,start_date,completion_date,has_iv_trn_abstract,has_iv_trn_ft,has_reg_pub_link,reg_1y_after_start,reg_after_cd,reg_after_pub,has_crossreg_eudract,has_crossreg_isrctn
NCT01302951,Penetration of moxifloxacin into liver tissue,10.1016/j.ijantimicag.2012.01.022,22526014,2011-01-17,2008-07-01,2010-07-01,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
NCT01306552,Berlin evaluates school tobacco prevention - BEST prevention: study design and methodology,10.1186/1471-2458-14-871,25150368,2011-03-01,2010-10-01,2013-08-01,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01311245,Does stage tailoring matter in brief alcohol interventions for job-seekers? A randomized controlled trial,10.1111/add.12677,24981701,2011-03-07,2008-07-01,2011-03-01,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01318395,Effect of aliskiren on vascular remodelling in small retinal circulation,10.1097/hjh.0000000000000735,26398851,2011-03-17,2010-05-01,2013-06-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01319357,Effects of saxagliptin on early microvascular changes in patients with type 2 diabetes,10.1186/1475-2840-13-19,24423149,2011-03-17,2010-10-01,2013-04-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01321840,Psychotherapy With Somatosensory Stimulation for Endometriosis-Associated Pain: A Randomized Controlled Trial,10.1097/aog.0000000000001691,27741200,2011-03-23,2010-03-01,2012-12-01,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01323556,Panic disorder with agoraphobia from a behavioral neuroscience perspective: Applying the research principles formulated by the Research Domain Criteria (RDoC) initiative,10.1111/psyp.12553,26877119,2011-03-03,2010-03-01,2012-05-01,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01327430,Milk phospholipid and plant sterol-dependent modulation of plasma lipids in healthy volunteers,10.1007/s00394-012-0427-0,22836514,2011-03-30,2010-05-01,2010-06-01,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
NCT01328210,Effects of phlebotomy-induced reduction of body iron stores on metabolic syndrome: results from a randomized clinical trial,10.1186/1741-7015-10-54,22647517,2011-03-30,2008-07-01,2009-05-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01352325,Improving experience in personal social systems through family constellation seminars: results of a randomized controlled trial,10.1111/famp.12051,24251855,2011-05-04,2011-02-01,2011-12-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01355835,Combined stimulation of the substantia nigra pars reticulata and the subthalamic nucleus is effective in hypokinetic gait disturbance in Parkinson's disease,10.1007/s00415-011-5906-3,21287187,2011-05-13,2011-02-01,2012-08-01,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
NCT01369706,Safety of screening procedures with hand-held metal detectors among patients with implanted cardiac rhythm devices: a cross-sectional analysis,10.7326/0003-4819-155-9-201111010-00005,22041947,2011-06-06,2009-09-01,2010-12-01,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01370135,Ranibizumab as adjuvant in the treatment of rubeosis iridis and neovascular glaucoma--results from a prospective interventional case series,10.1007/s00417-013-2428-y,23893090,2011-05-27,2008-11-01,2011-07-01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01381198,Distal rectus femoris transfer as part of multilevel surgery in children with spastic diplegia--a randomized clinical trial,10.1016/j.gaitpost.2012.02.017,22425637,2011-06-21,2007-06-01,2011-05-01,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01382030,"A phase II study evaluating neo-/adjuvant EIA chemotherapy, surgical resection and radiotherapy in high-risk soft tissue sarcoma",10.1186/1471-2407-11-510,22152120,2011-06-17,2005-06-01,2011-01-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
NCT01382680,"A novel, stiff-shaft, flexible-tip guidewire for cannulation of biliary stricture during endoscopic retrograde cholangiopancreatography: a randomized trial",10.1055/s-0034-1377628,25208030,2011-06-22,2010-10-01,2013-10-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01384058,"Ezetimibe alone and in combination lowers the concentration of small, dense low-density lipoproteins in type 2 diabetes mellitus",10.1016/j.atherosclerosis.2011.10.043,22115011,2011-06-23,2007-11-01,2010-06-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
NCT01394692,"Intraoperative MRI guidance and extent of resection in glioma surgery: a randomised, controlled trial",10.1016/s1470-2045(11)70196-6,21868284,2011-07-13,2007-10-01,2011-01-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01400022,"UV-A1 phototherapy vs clobetasol propionate, 0.05%, in the treatment of vulvar lichen sclerosus: a randomized clinical trial",10.1001/jamadermatol.2013.7733,24696010,2011-07-21,2010-08-01,2013-02-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01405469,Peroral endoscopic myotomy for the treatment of achalasia: a prospective single center study,10.1038/ajg.2011.388,22068665,2011-05-26,2010-11-01,2016-11-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01414634,Antigen-specific tolerance by autologous myelin peptide-coupled cells: a phase 1 trial in multiple sclerosis,10.1126/scitranslmed.3006168,23740901,2011-08-08,2010-02-01,2012-10-01,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01415622,"Alleviation of chronic venous leg ulcers with a hand-held dielectric barrier discharge plasma generator (PlasmaDerm(®) VU-2010): results of a monocentric, two-armed, open, prospective, randomized and controlled trial (NCT01415622)",10.1111/jdv.12490,24666170,2011-08-11,2011-04-01,2012-08-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01415804,Endovascular repair of type B aortic dissection: long-term results of the randomized investigation of stent grafts in aortic dissection trial,10.1161/circinterventions.113.000463,23922146,2011-08-11,2002-02-01,2011-03-01,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01417312,Metabolic response to epigallocatechin-3-gallate in relapsing-remitting multiple sclerosis: a randomized clinical trial,10.3945/ajcn.113.075309,25733633,2011-08-15,2011-07-01,2013-01-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01433653,Efficacy of an outpatient treatment for prolonged grief disorder: a randomized controlled clinical trial,10.1016/j.jad.2014.05.035,25082115,2011-07-18,2005-05-01,2011-02-01,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01450865,Activation of axonal Kv7 channels in human peripheral nerve by flupirtine but not placebo - therapeutic potential for peripheral neuropathies: results of a randomised controlled trial,10.1186/1479-5876-11-34,23394517,2011-10-10,2009-10-01,2010-08-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
NCT01456351,"Bendamustine plus rituximab versus fludarabine plus rituximab for patients with relapsed indolent and mantle-cell lymphomas: a multicentre, randomised, open-label, non-inferiority phase 3 trial",10.1016/s1470-2045(15)00447-7,26655425,2011-10-11,2003-09-01,2010-12-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01458457,Effectiveness of an additional individualized multi-component complementary medicine treatment on health-related quality of life in breast cancer patients: a pragmatic randomized trial,10.1007/s10549-014-3249-3,25555830,2011-10-21,2011-05-01,2013-07-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01481584,"Nutritional evaluation of rapeseed protein compared to soy protein for quality, plasma amino acids, and nitrogen balance--a randomized cross-over intervention study in humans",10.1016/j.clnu.2012.11.005,23260747,2011-11-24,2010-05-01,2011-11-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01500993,"Chemoradiotherapy with capecitabine versus fluorouracil for locally advanced rectal cancer: a randomised, multicentre, non-inferiority, phase 3 trial",10.1016/s1470-2045(12)70116-x,22503032,2011-12-21,2002-03-01,2011-03-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01502241,"Temozolomide chemotherapy alone versus radiotherapy alone for malignant astrocytoma in the elderly: the NOA-08 randomised, phase 3 trial",10.1016/s1470-2045(12)70164-x,22578793,2011-12-24,2005-01-01,2011-11-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01516021,Fat intake modulates cerebral blood flow in homeostatic and gustatory brain areas in humans,10.3945/ajcn.111.031492,22572644,2012-01-09,2011-01-01,2011-03-01,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01539330,Pilot investigation on long-term subcutaneous microdialysis: proof of principle in humans,10.1208/s12248-012-9412-z,23065438,2012-02-09,2009-02-01,2013-08-01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
NCT01540357,Mindfulness-and body-psychotherapy-based group treatment of chronic tinnitus: a randomized controlled pilot study,10.1186/1472-6882-12-235,23186556,2012-02-22,2010-05-01,2012-01-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01555840,Magnetically guided capsule versus conventional gastroscopy for upper abdominal complaints: a prospective blinded study,10.1097/mcg.0000000000000110,24618504,2012-03-07,2011-11-01,2012-06-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01564095,Results of the TOP Study: Prospectively Randomized Multicenter Trial of an Ex Vivo Tacrolimus Rinse Before Transplantation in EDC Livers,10.1097/txd.0000000000000588,27500266,2012-03-14,2011-10-01,2013-07-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01566825,Differential effect of an anticholinergic antidepressant on sleep-dependent memory consolidation,10.5665/sleep.3674,24790277,2012-03-27,2008-08-01,2009-05-01,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01573117,Rapid Induction of COOLing in Stroke Patients (iCOOL1): a randomised pilot study comparing cold infusions with nasopharyngeal cooling,10.1186/s13054-014-0582-1,25346332,2012-03-31,2010-09-01,NA,TRUE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT01586091,The inhibition by levocetirizine and fexofenadine of the histamine-induced wheal and flare response in healthy Caucasian and Japanese volunteers,10.2340/00015555-1490,23147964,2012-04-23,2011-02-01,2012-02-01,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
NCT01601496,Outcome of the FUSION vascular graft for above-knee femoropopliteal bypass,10.1016/j.jvs.2014.10.005,25498193,2012-04-23,2009-10-26,2013-07-24,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01618565,Objective structured assessment of technical skills evaluation of theoretical compared with hands-on training of shoulder dystocia management: a randomized controlled trial,10.1097/aog.0b013e31826af9a9,22996098,2012-06-11,2012-04-01,2012-12-01,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01631123,Changes of Dietary Fat and Carbohydrate Content Alter Central and Peripheral Clock in Humans,10.1210/jc.2014-3868,25822100,2012-06-01,2009-09-01,2012-09-01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01652391,Amelioration of cognitive control in depression by transcranial direct current stimulation,10.1016/j.biopsych.2012.10.010,23219367,2012-07-23,2011-07-01,2012-12-01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01654679,Impact of preoperative local water-filtered infrared A irradiation on postoperative wound healing: a randomized patient- and observer-blinded controlled clinical trial,10.1097/sla.0000000000000235,24169161,2012-07-22,2008-08-01,2012-07-01,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01656928,Positive impact of a pre-school-based nutritional intervention on children's fruit and vegetable intake: results of a cluster-randomized trial,10.1017/s136898001100200x,21859516,2012-07-27,2008-09-01,2011-04-01,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
NCT01668485,Magnitude and mechanisms of glucose counterregulation following islet transplantation in patients with type 1 diabetes suffering from severe hypoglycaemic episodes,10.1007/s00125-013-3120-9,24305963,2012-08-13,2001-11-01,2011-11-01,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01673048,Modification of elastic stable intramedullary nailing with a 3rd nail in a femoral spiral fracture model - results of biomechanical testing and a prospective clinical study,10.1186/1471-2474-15-3,24397612,2012-08-12,2009-01-01,2012-12-01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01685775,Transvaginal/transumbilical hybrid--NOTES--versus 3-trocar needlescopic cholecystectomy: short-term results of a randomized clinical trial,10.1097/sla.0000000000000218,24108196,2012-09-04,2010-02-01,2012-12-01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01716286,Olive oil aroma extract modulates cerebral blood flow in gustatory brain areas in humans,10.3945/ajcn.113.062679,24025630,2012-10-18,2012-02-01,2012-03-01,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
NCT01724437,Benefit of pulmonary vein isolation guided by loss of pace capture on the ablation line: results from a prospective 2-center randomized trial,10.1016/j.jacc.2013.03.059,23644091,2012-11-04,2009-11-01,2012-11-01,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01731249,"Sustained efficacy and safety of a 300IR daily dose of a sublingual solution of birch pollen allergen extract in adults with allergic rhinoconjunctivitis: results of a double-blind, placebo-controlled study",10.1186/2045-7022-4-7,24517417,2012-11-15,2010-11-01,2012-10-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
NCT01737034,Carbohydrate quality and quantity affect glucose and lipid metabolism during weight regain in healthy men,10.3945/jn.113.179390,23946346,2012-11-26,2011-01-01,2012-08-01,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01769105,"Evaluation of an automated thermodynamic treatment (LipiFlow®) system for meibomian gland dysfunction: a prospective, randomized, observer-masked trial",10.1016/j.jtos.2013.12.001,24725326,2013-01-11,2012-04-01,2013-06-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01778270,Feasibility of bioelectrical impedance spectroscopy measurement before and after thoracentesis,10.1155/2015/810797,25861647,2013-01-25,2011-10-01,2013-04-01,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01806012,"A prospective, randomized clinical comparison between UltraCision and the novel sealing and cutting device BiCision in patients with laparoscopic supracervical hysterectomy",10.1007/s00464-013-2994-4,23670744,2013-02-19,2010-08-01,2011-08-01,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01810471,"Effect of kinesiotaping, non-elastic taping and bracing on segmental foot kinematics during drop landing in healthy subjects and subjects with chronic ankle instability",10.1016/j.physio.2015.07.004,26422550,2013-03-10,2010-02-01,2010-12-01,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01812304,Objective Structured Assessment of Technical Skills (OSATS) evaluation of theoretical versus hands-on training of vaginal breech delivery management: a randomized trial,10.1016/j.ejogrb.2013.09.015,24103530,2013-03-08,2011-10-01,2013-11-01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01845194,Heritability of metoprolol and torsemide pharmacokinetics,10.1002/cpt.258,26344676,2013-04-25,2009-12-01,2013-10-01,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01856179,"Dietary echium oil increases long-chain n-3 PUFAs, including docosapentaenoic acid, in blood fractions and alters biochemical markers for cardiovascular disease independently of age, sex, and metabolic syndrome",10.3945/jn.113.180802,24553695,2011-11-29,2011-03-01,2012-04-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01886014,Effect of oxytocin on placebo analgesia: a randomized study,10.1001/jama.2013.277446,24150470,2013-06-20,2012-01-01,2012-09-01,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01886365,Perioperative glycemic control with a computerized algorithm versus conventional glycemic control in cardiac surgical patients undergoing cardiopulmonary bypass with blood cardioplegia,10.1053/j.jvca.2014.04.017,25281044,2013-06-12,2011-10-01,2012-10-01,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01917305,Influence of platform switching on bone-level alterations: a three-year randomized clinical trial,10.1177/0022034513504953,24158333,2013-07-31,2007-02-01,NA,FALSE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT02007005,Mistletoe Plant Extract in Patients with Nonmuscle Invasive Bladder Cancer: Results of a Phase Ib/IIa Single Group Dose Escalation Study,10.1016/j.juro.2015.04.073,25910967,2013-12-05,2004-01-01,2013-09-01,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02027038,Pelvic Belt Effects on Health Outcomes and Functional Parameters of Patients with Sacroiliac Joint Pain,10.1371/journal.pone.0136375,26305790,2014-01-01,2011-08-01,2013-01-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02038062,Effect of ischemic and pharmacological preconditioning of lower limb muscle tissue on tissue oxygenation measured by near-infrared spectroscopy--a pilot study,10.1186/1471-2253-14-54,25132803,2014-01-14,2010-05-01,2012-01-01,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02056951,"Long-term effects of interprofessional biopsychosocial rehabilitation for adults with chronic non-specific low back pain: a multicentre, quasi-experimental study",10.1371/journal.pone.0118609,25768735,2014-02-04,2008-01-01,2011-03-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02130115,Bronchoscopic transparenchymal nodule access (BTPNA): first in human trial of a novel procedure for sampling solitary pulmonary nodules,10.1136/thoraxjnl-2014-206211,25746631,2014-04-25,2013-03-01,2013-12-01,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02181101,"The influence of obesity on survival in early, high-risk breast cancer: results from the randomized SUCCESS A trial",10.1186/s13058-015-0639-3,26385214,2014-06-04,2005-09-01,2013-09-01,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
NCT02189408,"Does intraoperative application of leukocyte-poor platelet-rich plasma during arthroscopy for knee degeneration affect postoperative pain, function and quality of life? A 12-month randomized controlled double-blind trial",10.1007/s00402-015-2227-5,25957981,2014-06-11,2010-07-01,2012-12-01,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02196545,Effects of physical activity training in patients with Alzheimer's dementia: results of a pilot RCT study,10.1371/journal.pone.0121478,25884637,2014-07-14,2011-08-01,2013-07-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02220764,Prospective evaluation of zirconia based tooth- and implant-supported fixed dental prostheses: 3-year results,10.1016/j.jdent.2014.10.011,25446240,2014-07-16,2008-05-01,2013-12-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02586181,One year B and D vitamins supplementation improves metabolic bone markers,10.1515/cclm-2012-0599,23183751,2015-10-21,2009-08-01,2011-07-01,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
NCT02595229,Pronator quadratus repair after volar plating of distal radius fractures or not? Results of a prospective randomized trial,10.1186/s40001-015-0187-4,26607745,2015-10-25,2010-05-01,2013-03-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02697539,Impact of the Daily Use of a Microcrystal Hydroxyapatite Dentifrice on De Novo Plaque Formation and Clinical/Microbiological Parameters of Periodontal Health. A Randomized Trial,10.1371/journal.pone.0160142,27467683,2016-02-23,2011-03-01,2011-12-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02799069,"Photodynamic therapy with BF-200 ALA for the treatment of actinic keratosis: results of a multicentre, randomized, observer-blind phase III study in comparison with a registered methyl-5-aminolaevulinate cream and placebo",10.1111/j.1365-2133.2011.10613.x,21910711,2016-05-26,2008-04-01,2009-08-01,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
NCT02925377,Time-dependent postural control adaptations following a neuromuscular warm-up in female handball players: a randomized controlled trial,10.1186/s13102-016-0058-5,27757240,2016-10-04,2010-09-01,2011-05-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02935413,Combined Transcranial Direct Current Stimulation and Vision Restoration Training in Subacute Stroke Rehabilitation: A Pilot Study,10.1016/j.pmrj.2016.12.003,28082176,2016-10-13,2013-01-01,2013-12-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT00623402,Cutaneous side effects of combined therapy with sorafenib and pegylated interferon alpha-2b in metastatic melanoma (phase II DeCOG trial),10.1111/ddg.12100,23879405,2008-02-01,2008-01-01,NA,TRUE,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE
NCT00746720,Preoperative administration of etoricoxib in patients undergoing hip replacement causes inhibition of inflammatory mediators and pain relief,10.1002/j.1532-2149.2011.00062.x,22337568,2008-09-03,2006-05-01,2010-12-01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
NCT00947414,Cellulite and focused extracorporeal shockwave therapy for non-invasive body contouring: a randomized trial,10.1007/s13555-013-0039-5,24297647,2009-07-27,2009-06-01,2011-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01016002,Photodynamic therapy for hilar bile duct cancer: clinical evidence for improved tumoricidal tissue penetration by temoporfin,10.1039/c3pp25425a,23558738,2009-11-16,2006-01-01,NA,TRUE,TRUE,FALSE,TRUE,NA,FALSE,TRUE,FALSE
NCT01029067,Antipsychotic treatment beyond antipsychotics: metacognitive intervention for schizophrenia patients improves delusional symptoms,10.1017/s0033291710002618,21275083,2009-12-05,2009-09-01,2013-12-01,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01061931,Mesh ablator vs. cryoballoon pulmonary vein ablation of symptomatic paroxysmal atrial fibrillation: results of the MACPAF study,10.1093/europace/eus084,22523379,2010-02-02,2009-03-01,2011-11-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01106365,Effects of deep repetitive transcranial magnetic stimulation on brain-derived neurotrophic factor serum concentration in healthy volunteers,10.1159/000358088,24643119,2010-04-16,2010-02-01,2012-12-01,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01319344,Improvement in Retinal Capillary Rarefaction After Valsartan Treatment in Hypertensive Patients,10.1111/jch.12851,27306560,2011-03-17,2010-09-01,2013-04-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01401296,A randomized controlled trial of internet-based therapy in depression,10.1016/j.brat.2012.04.006,22677231,2011-07-20,2011-05-01,2012-09-01,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01540877,Ipsilateral and contralateral sensory changes in healthy subjects after experimentally induced concomitant sensitization and hypoesthesia,10.1186/s12883-017-0839-9,28335745,2012-02-23,2011-04-01,NA,TRUE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE
NCT01593540,Clinical efficacy and patients' acceptance of a rubber interdental bristle. A randomized controlled trial,10.1007/s00784-013-1164-3,24407549,2012-04-28,2010-09-01,2011-09-01,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02435056,The added value of an electronic monitoring and alerting system in the management of medication-overuse headache: A controlled multicentre study,10.1177/0333102416660549,27440251,2015-04-30,2008-07-01,2010-06-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT00047099,Randomised phase III trial of FEC120 vs EC-docetaxel in patients with high-risk node-positive primary breast cancer: final survival analysis of the ADEBAR study,10.1038/bjc.2016.82,27031854,2002-10-03,2001-08-01,2012-03-01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT00124813,Treatment with Thalidomide and Cyclophosphamide (TCID) is Superior to Vincristine (VID) and to Vinorelbine (VRID) Regimens in Patients with Refractory or Recurrent Multiple Myeloma,10.1007/s12288-011-0103-1,23730012,2005-07-27,2002-08-01,2010-11-01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT00145132,Altered serotonin and dopamine transporter availabilities in brain of depressed patients upon treatment with escitalopram: A [123 I]β-CIT SPECT study,10.1016/j.euroneuro.2014.12.010,25819144,2005-09-01,2005-06-01,2009-12-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00170573,Biweekly pegylated liposomal doxorubicin in patients with relapsed ovarian cancer: results of a multicenter phase-II trial,10.1093/annonc/mdl079,16600975,2005-09-09,2001-10-01,2010-08-01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT00170690,Preference of elderly patients' to oral or intravenous chemotherapy in heavily pre-treated recurrent ovarian cancer: final results of a prospective multicenter trial,10.1186/s40661-017-0040-2,28286660,2005-09-12,2004-08-01,2012-04-01,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT00180128,Two cycles of risk-adapted consolidation therapy in patients with acute promyelocytic leukemia. Results from the SAL-AIDA2000 trial,10.1007/s00277-014-2242-6,25366167,2005-09-12,2000-01-01,2012-11-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT00180167,A high BMI is a risk factor in younger patients with de novo acute myelogenous leukemia,10.1111/ejh.12675,26277604,2005-09-13,2005-01-01,2010-07-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00204334,Influence of erythropoietin on arterial stiffness and endothelial function in renal transplant recipients,10.1159/000343140,23038220,2005-09-12,2005-06-01,2010-01-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00204542,Open label randomized study comparing 3 months vs. 6 months treatment of actinic keratoses with 3% diclofenac in 2.5% hyaluronic acid gel: a trial of the German Dermatologic Cooperative Oncology Group,10.1111/j.1468-3083.2011.04005.x,21414035,2005-09-13,2005-06-01,2010-12-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT00204581,High response rate after intratumoral treatment with interleukin-2: results from a phase 2 study in 51 patients with metastasized melanoma,10.1002/cncr.25156,20564107,2005-09-13,2003-08-01,2009-12-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT00324779,Translocations activating IRF4 identify a subtype of germinal center-derived B-cell lymphoma affecting predominantly children and young adults,10.1182/blood-2011-01-330795,21487109,2006-05-10,2004-03-01,NA,FALSE,TRUE,FALSE,TRUE,NA,FALSE,FALSE,FALSE
NCT00344253,Interferon versus methotrexate in intermediate uveitis with macular edema: results of a randomized controlled clinical trial,10.1016/j.ajo.2013.05.002,23786783,2006-06-22,2006-03-01,2012-01-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
