id	pub_title.x	doi.x	pmid.x	registration_date	start_date	completion_date	has_iv_trn_abstract	has_iv_trn_ft	has_reg_pub_link	reg_1y_after_start.x	reg_after_cd.x	reg_after_pub.x	has_crossreg_eudract	has_crossreg_isrctn	ab_addressed	ab_justified	ab_wording	ft_addressed	ft_justified	ft_wording	trn_reported	trn_location	reg_reported	reg_location	reg_wording	comment
NCT01382030	A phase II study evaluating neo-/adjuvant EIA chemotherapy, surgical resection and radiotherapy in high-risk soft tissue sarcoma	10.1186/1471-2407-11-510	22152120	2011-06-17	2005-06-01	2011-01-01	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration: ClinicalTrials.gov NCT01382030, EudraCT 2004-002501-72.	NA
NCT01382680	A novel, stiff-shaft, flexible-tip guidewire for cannulation of biliary stricture during endoscopic retrograde cholangiopancreatography: a randomized trial	10.1055/s-0034-1377628	25208030	2011-06-22	2010-10-01	2013-10-01	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCT01384058	Ezetimibe alone and in combination lowers the concentration of small, dense low-density lipoproteins in type 2 diabetes mellitus	10.1016/j.atherosclerosis.2011.10.043	22115011	2011-06-23	2007-11-01	2010-06-01	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	NCT01384058	NA
NCT01394692	Intraoperative MRI guidance and extent of resection in glioma surgery: a randomised, controlled trial	10.1016/s1470-2045(11)70196-6	21868284	2011-07-13	2007-10-01	2011-01-01	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	This study is registered with ClinicalTrials.gov, number NCT01394692.	NA
NCT01400022	UV-A1 phototherapy vs clobetasol propionate, 0.05%, in the treatment of vulvar lichen sclerosus: a randomized clinical trial	10.1001/jamadermatol.2013.7733	24696010	2011-07-21	2010-08-01	2013-02-01	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCT01405469	Peroral endoscopic myotomy for the treatment of achalasia: a prospective single center study	10.1038/ajg.2011.388	22068665	2011-05-26	2010-11-01	2016-11-01	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCT01409330	Low-energy diets differing in fibre, red meat and coffee intake equally improve insulin sensitivity in type 2 diabetes: a randomised feasibility trial	10.1007/s00125-014-3457-8	25425219	2011-06-08	2011-02-01	2013-12-01	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCT01414634	Antigen-specific tolerance by autologous myelin peptide-coupled cells: a phase 1 trial in multiple sclerosis	10.1126/scitranslmed.3006168	23740901	2011-08-08	2010-02-01	2012-10-01	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	1	The trial is registered under the EudraCT#2008-004408-29.	1	methods	1	methods	The trial is registered under the EudraCT#2008-004408-29.	NA
NCT01415622	Alleviation of chronic venous leg ulcers with a hand-held dielectric barrier discharge plasma generator (PlasmaDerm(¬Æ) VU-2010): results of a monocentric, two-armed, open, prospective, randomized and controlled trial (NCT01415622)	10.1111/jdv.12490	24666170	2011-08-11	2011-04-01	2012-08-01	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCT01415804	Endovascular repair of type B aortic dissection: long-term results of the randomized investigation of stent grafts in aortic dissection trial	10.1161/circinterventions.113.000463	23922146	2011-08-11	2002-02-01	2011-03-01	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Clinical trial registration url: http://www.clinicaltrials.gov. Unique identifier: NCT01415804.	NA
NCT01417312	Metabolic response to epigallocatechin-3-gallate in relapsing-remitting multiple sclerosis: a randomized clinical trial	10.3945/ajcn.113.075309	25733633	2011-08-15	2011-07-01	2013-01-01	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCT01433653	Efficacy of an outpatient treatment for prolonged grief disorder: a randomized controlled clinical trial	10.1016/j.jad.2014.05.035	25082115	2011-07-18	2005-05-01	2011-02-01	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	The study was approved by the university’s ethics committee and has been registered with Clinical Trials (Identifier: NCT01433653)	NA
NCT01450865	Activation of axonal Kv7 channels in human peripheral nerve by flupirtine but not placebo - therapeutic potential for peripheral neuropathies: results of a randomised controlled trial	10.1186/1479-5876-11-34	23394517	2011-10-10	2009-10-01	2010-08-01	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration: ClinicalTrials registration is NCT01450865.	NA
NCT01456351	Bendamustine plus rituximab versus fludarabine plus rituximab for patients with relapsed indolent and mantle-cell lymphomas: a multicentre, randomised, open-label, non-inferiority phase 3 trial	10.1016/s1470-2045(15)00447-7	26655425	2011-10-11	2003-09-01	2010-12-01	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	This study is registered with ClinicalTrials.gov, number NCT01456351 (closed to enrolment, follow-up is ongoing).	NA
NCT01458457	Effectiveness of an additional individualized multi-component complementary medicine treatment on health-related quality of life in breast cancer patients: a pragmatic randomized trial	10.1007/s10549-014-3249-3	25555830	2011-10-21	2011-05-01	2013-07-01	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCT01481584	Nutritional evaluation of rapeseed protein compared to soy protein for quality, plasma amino acids, and nitrogen balance--a randomized cross-over intervention study in humans	10.1016/j.clnu.2012.11.005	23260747	2011-11-24	2010-05-01	2011-11-01	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	This trial was registered at ClinicalTrials.gov Identifier: NCT01481584	NA
NCT01500993	Chemoradiotherapy with capecitabine versus fluorouracil for locally advanced rectal cancer: a randomised, multicentre, non-inferiority, phase 3 trial	10.1016/s1470-2045(12)70116-x	22503032	2011-12-21	2002-03-01	2011-03-01	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	This trial is registered with ClinicalTrials.gov, number NCT01500993.	NA
NCT01502241	Temozolomide chemotherapy alone versus radiotherapy alone for malignant astrocytoma in the elderly: the NOA-08 randomised, phase 3 trial	10.1016/s1470-2045(12)70164-x	22578793	2011-12-24	2005-01-01	2011-11-01	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	This trial is registered with ClinicalTrials.gov, number NCT01502241.	NA
NCT01504347	Safety and immunogenicity of a novel multivalent OspA vaccine against Lyme borreliosis in healthy adults: a double-blind, randomised, dose-escalation phase 1/2 trial	10.1016/s1473-3099(13)70110-5	23665341	2011-12-22	2011-03-01	2014-02-28	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCT01516021	Fat intake modulates cerebral blood flow in homeostatic and gustatory brain areas in humans	10.3945/ajcn.111.031492	22572644	2012-01-09	2011-01-01	2011-03-01	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	This trial was registered at clinicaltrials.gov as NCT01516021.	NA
NCT01525537	Sufentanil administration guided by surgical pleth index vs standard practice during sevoflurane anaesthesia: a randomized controlled pilot study	10.1093/bja/aet485	24535604	2012-01-26	2009-03-01	2011-10-01	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Clinical trial registration NCT01525537. (Registered at Clinicaltrials.gov.).	NA
NCT01530360	Clinical use of cerebral oximetry in extremely preterm infants is feasible	NA	23340184	2012-02-07	2011-09-01	2012-03-01	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCT01534962	Ranolazine in the treatment of atrial fibrillation: Results of the dose-ranging RAFFAELLO (Ranolazine in Atrial Fibrillation Following An ELectricaL CardiOversion) study	10.1016/j.hrthm.2015.01.021	25602175	2012-02-10	2012-01-01	2014-03-01	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCT01539330	Pilot investigation on long-term subcutaneous microdialysis: proof of principle in humans	10.1208/s12248-012-9412-z	23065438	2012-02-09	2009-02-01	2013-08-01	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	Registration of the clinical trial was made at ClinicalTrials.gov (identifier: NCT01539330; http://www.clinicaltrials.gov) and the European Clinical Trials Database EudraCT (no. 2008-008524-32)	NA
NCT01540357	Mindfulness-and body-psychotherapy-based group treatment of chronic tinnitus: a randomized controlled pilot study	10.1186/1472-6882-12-235	23186556	2012-02-22	2010-05-01	2012-01-01	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	The study is registered with clinicaltrials.gov (NCT01540357).	NA
NCT01555840	Magnetically guided capsule versus conventional gastroscopy for upper abdominal complaints: a prospective blinded study	10.1097/mcg.0000000000000110	24618504	2012-03-07	2011-11-01	2012-06-01	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCT01558167	Bendamustine and rituximab in combination with lenalidomide in patients with chronic lymphocytic leukemia	10.1111/ejh.12714	26643449	2011-05-19	2011-02-01	2015-06-01	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCT01564095	Results of the TOP Study: Prospectively Randomized Multicenter Trial of an Ex Vivo Tacrolimus Rinse Before Transplantation in EDC Livers	10.1097/txd.0000000000000588	27500266	2012-03-14	2011-10-01	2013-07-01	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCT01566825	Differential effect of an anticholinergic antidepressant on sleep-dependent memory consolidation	10.5665/sleep.3674	24790277	2012-03-27	2008-08-01	2009-05-01	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration: ClinicalTrials.gov NCT01566825.	NA
NCT01573117	Rapid Induction of COOLing in Stroke Patients (iCOOL1): a randomised pilot study comparing cold infusions with nasopharyngeal cooling	10.1186/s13054-014-0582-1	25346332	2012-03-31	2010-09-01	NA	TRUE	TRUE	TRUE	TRUE	NA	FALSE	FALSE	FALSE	1	0	Trial registration: ClinicalTrials.gov NCT01573117. Registered 31 March 2012.	0	0	NA	1	abstract	1	abstract	Trial registration: ClinicalTrials.gov NCT01573117. Registered 31 March 2012.	NA
NCT01586091	The inhibition by levocetirizine and fexofenadine of the histamine-induced wheal and flare response in healthy Caucasian and Japanese volunteers	10.2340/00015555-1490	23147964	2012-04-23	2011-02-01	2012-02-01	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration: ClinicalTrials.gov NCT01586091.	NA
NCT01599819	Pegylated, full-length, recombinant factor VIII for prophylactic and on-demand treatment of severe hemophilia A	10.1182/blood-2015-03-630897	26157075	2012-05-15	2011-09-30	2012-07-27	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCT01601496	Outcome of the FUSION vascular graft for above-knee femoropopliteal bypass	10.1016/j.jvs.2014.10.005	25498193	2012-04-23	2009-10-26	2013-07-24	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	1	The study was sponsored by Maquet Cardiovascular and was registered on the ClinicalTrials.govWeb site (NCT01601496, April 23, 2012). 	1	methods	1	methods	The study was sponsored by Maquet Cardiovascular and was registered on the ClinicalTrials.govWeb site (NCT01601496, April 23, 2012). 	NA
NCT01618565	Objective structured assessment of technical skills evaluation of theoretical compared with hands-on training of shoulder dystocia management: a randomized controlled trial	10.1097/aog.0b013e31826af9a9	22996098	2012-06-11	2012-04-01	2012-12-01	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCT01628627	Frequency-modulated electromagnetic neural stimulation (FREMS) as a treatment for symptomatic diabetic neuropathy: results from a double-blind, randomised, multicentre, long-term, placebo-controlled clinical trial	10.1007/s00125-012-2795-7	23238789	2012-06-23	2006-05-01	2010-04-01	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration: ClinicalTrials.gov NCT01628627.	NA
NCT01631123	Changes of Dietary Fat and Carbohydrate Content Alter Central and Peripheral Clock in Humans	10.1210/jc.2014-3868	25822100	2012-06-01	2009-09-01	2012-09-01	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	The study was conducted in the outpatient department of the German Institute of Human Nutrition in accordance with the Declaration of Helsinki and registered at www.clinicaltrials.gov (registration no. NCT01631123).	NA
NCT01650805	Ponatinib versus imatinib for newly diagnosed chronic myeloid leukaemia: an international, randomised, open-label, phase 3 trial	10.1016/s1470-2045(16)00080-2	27083332	2012-07-18	2012-06-01	2013-10-01	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCT01652391	Amelioration of cognitive control in depression by transcranial direct current stimulation	10.1016/j.biopsych.2012.10.010	23219367	2012-07-23	2011-07-01	2012-12-01	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	The study was registered at ClinicalTrials.gov (Identifier: NCT01652391).	NA
NCT01654679	Impact of preoperative local water-filtered infrared A irradiation on postoperative wound healing: a randomized patient- and observer-blinded controlled clinical trial	10.1097/sla.0000000000000235	24169161	2012-07-22	2008-08-01	2012-07-01	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration: ClinicalTrials.gov NCT01654679.	NA
NCT01656928	Positive impact of a pre-school-based nutritional intervention on children's fruit and vegetable intake: results of a cluster-randomized trial	10.1017/s136898001100200x	21859516	2012-07-27	2008-09-01	2011-04-01	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	0	NA	0	0	NA	0	NA	0	NA	NA	NA
NCT01668485	Magnitude and mechanisms of glucose counterregulation following islet transplantation in patients with type 1 diabetes suffering from severe hypoglycaemic episodes	10.1007/s00125-013-3120-9	24305963	2012-08-13	2001-11-01	2011-11-01	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration: ClinicalTrials.gov NCT01668485.	NA
NCT01673048	Modification of elastic stable intramedullary nailing with a 3rd nail in a femoral spiral fracture model - results of biomechanical testing and a prospective clinical study	10.1186/1471-2474-15-3	24397612	2012-08-12	2009-01-01	2012-12-01	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	ClinicalTrials.gov Identifier: NCT01673048.	NA
NCT01685775	Transvaginal/transumbilical hybrid--NOTES--versus 3-trocar needlescopic cholecystectomy: short-term results of a randomized clinical trial	10.1097/sla.0000000000000218	24108196	2012-09-04	2010-02-01	2012-12-01	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	This study is registered in the ClinicalTrials.gov Register, ID: NCT01685775, and in the German Clinical Trials Register, ID: DRKS00000341. The Universal Trial Number was U1111-1114-7386.	NA
NCT01716286	Olive oil aroma extract modulates cerebral blood flow in gustatory brain areas in humans	10.3945/ajcn.113.062679	24025630	2012-10-18	2012-02-01	2012-03-01	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	This trial was registered at clinicaltrials.gov as NCT01716286.	NA
NCT01724437	Benefit of pulmonary vein isolation guided by loss of pace capture on the ablation line: results from a prospective 2-center randomized trial	10.1016/j.jacc.2013.03.059	23644091	2012-11-04	2009-11-01	2012-11-01	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	NCT01724437).	NA
NCT01731249	Sustained efficacy and safety of a 300IR daily dose of a sublingual solution of birch pollen allergen extract in adults with allergic rhinoconjunctivitis: results of a double-blind, placebo-controlled study	10.1186/2045-7022-4-7	24517417	2012-11-15	2010-11-01	2012-10-01	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration: ClinicalTrials.gov: NCT01731249.	NA
NCT01737034	Carbohydrate quality and quantity affect glucose and lipid metabolism during weight regain in healthy men	10.3945/jn.113.179390	23946346	2012-11-26	2011-01-01	2012-08-01	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration: ClinicalTrials.gov NCT01737034.	NA
NCT01769105	Evaluation of an automated thermodynamic treatment (LipiFlow¬Æ) system for meibomian gland dysfunction: a prospective, randomized, observer-masked trial	10.1016/j.jtos.2013.12.001	24725326	2013-01-11	2012-04-01	2013-06-01	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCT01777815	Off-pump transapical implantation of artificial neo-chordae to correct mitral regurgitation: the TACT Trial (Transapical Artificial Chordae Tendinae) proof of concept	10.1016/j.jacc.2013.07.090	24076529	2013-01-25	2009-10-01	2014-08-01	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	(Safety and Performance Study of the NeoChord Device [TACT]; NCT01777815).	NA
NCT01778270	Feasibility of bioelectrical impedance spectroscopy measurement before and after thoracentesis	10.1155/2015/810797	25861647	2013-01-25	2011-10-01	2013-04-01	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	The trial is registered with Registration Numbers IRB EK206/11 and NCT01778270.	NA
NCT01806012	A prospective, randomized clinical comparison between UltraCision and the novel sealing and cutting device BiCision in patients with laparoscopic supracervical hysterectomy	10.1007/s00464-013-2994-4	23670744	2013-02-19	2010-08-01	2011-08-01	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	( www.clinicaltrials.gov ; study identifier NCT01806012).	NA
NCT01810471	Effect of kinesiotaping, non-elastic taping and bracing on segmental foot kinematics during drop landing in healthy subjects and subjects with chronic ankle instability	10.1016/j.physio.2015.07.004	26422550	2013-03-10	2010-02-01	2010-12-01	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Clinical trial registration number: ClinicalTrials.gov NCT01810471.	NA
NCT01812304	Objective Structured Assessment of Technical Skills (OSATS) evaluation of theoretical versus hands-on training of vaginal breech delivery management: a randomized trial	10.1016/j.ejogrb.2013.09.015	24103530	2013-03-08	2011-10-01	2013-11-01	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	methods	1	methods	This trial was registered with ClinicalTrials.gov (NCT01812304).	NA
NCT01845194	Heritability of metoprolol and torsemide pharmacokinetics	10.1002/cpt.258	26344676	2013-04-25	2009-12-01	2013-10-01	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	acknowledgments	1	acknowledgments	Trial Registration: ClinicalTrials.gov Identifier: NCT01845194	NA
NCT01856179	Dietary echium oil increases long-chain n-3 PUFAs, including docosapentaenoic acid, in blood fractions and alters biochemical markers for cardiovascular disease independently of age, sex, and metabolic syndrome	10.3945/jn.113.180802	24553695	2011-11-29	2011-03-01	2012-04-01	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCT01886014	Effect of oxytocin on placebo analgesia: a randomized study	10.1001/jama.2013.277446	24150470	2013-06-20	2012-01-01	2012-09-01	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	funding	1	additional	 This work (NCT01886014) was supported by grants from the German Research Foundation	Research letter
NCT01886365	Perioperative glycemic control with a computerized algorithm versus conventional glycemic control in cardiac surgical patients undergoing cardiopulmonary bypass with blood cardioplegia	10.1053/j.jvca.2014.04.017	25281044	2013-06-12	2011-10-01	2012-10-01	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration: ClinicalTrials.gov NCT01886365.	NA
NCT01917305	Influence of platform switching on bone-level alterations: a three-year randomized clinical trial	10.1177/0022034513504953	24158333	2013-07-31	2007-02-01	NA	FALSE	TRUE	TRUE	TRUE	NA	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration: ClinicalTrials.gov NCT01917305.	NA
NCT02007005	Mistletoe Plant Extract in Patients with Nonmuscle Invasive Bladder Cancer: Results of a Phase Ib/IIa Single Group Dose Escalation Study	10.1016/j.juro.2015.04.073	25910967	2013-12-05	2004-01-01	2013-09-01	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	0	NA	0	NA	NA	NA
NCT02027038	Pelvic Belt Effects on Health Outcomes and Functional Parameters of Patients with Sacroiliac Joint Pain	10.1371/journal.pone.0136375	26305790	2014-01-01	2011-08-01	2013-01-01	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	1	1	The principal investigator (N.H.) delayed the registration of the study until data acquisition was completed for confidentiality reasons concerning the study methods, especially the magnetic resonance with the related morphometric measurements [38]. The authors confirm that all ongoing and related trials for this intervention are registered.	1	abstract	1	abstract	Trial registration: ClinicalTrials.gov NCT02027038.	NA
NCT02038062	Effect of ischemic and pharmacological preconditioning of lower limb muscle tissue on tissue oxygenation measured by near-infrared spectroscopy--a pilot study	10.1186/1471-2253-14-54	25132803	2014-01-14	2010-05-01	2012-01-01	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	1	0	Trial number: NCT02038062 at 14 January 2014.	0	0	NA	1	abstract	1	abstract	Trial number: NCT02038062 at 14 January 2014.	NA
NCT02056951	Long-term effects of interprofessional biopsychosocial rehabilitation for adults with chronic non-specific low back pain: a multicentre, quasi-experimental study	10.1371/journal.pone.0118609	25768735	2014-02-04	2008-01-01	2011-03-01	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	1	1	This trial has been registered at ClinicalTrials.gov (http://clinicaltrials.gov) under NCT02056951 after enrolment of participants started. This study was planned in 2006 and received a public funding from the German pension insurance in 2007. A trial registration was not required by the German pension insurance or the independent research ethics committee of the Medical Faculty at Friedrich-Alexander-University of Erlangen-Nürnberg. The public awareness, that the registration of all studies meeting the WHO definition of a clinical trial should be considered as a scientific, ethical and moral responsibility (http://www.who.int/ictrp/faq/en/), has increased in Germany during the last years. However, during the planning period of this trial (2006–2007) the registration of studies that evaluated the effectiveness of interventions with a primary educational focus within the German rehabilitation setting was not a necessary and well-established procedure in Germany. Since 2010 all interventional studies of our working group are registered in the trial registry ClinicalTrials.gov. Furthermore, the authors confirm that all ongoing and related trials for this intervention are registered.	1	abstract	1	abstract	Trial registration: ClinicalTrials.gov NCT02056951.	NA
NCT02130115	Bronchoscopic transparenchymal nodule access (BTPNA): first in human trial of a novel procedure for sampling solitary pulmonary nodules	10.1136/thoraxjnl-2014-206211	25746631	2014-04-25	2013-03-01	2013-12-01	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Trial registration number: NCT02130115.	NA
NCT02168790	Sutureless fixation of amniotic membrane for therapy of ocular surface disorders	10.1371/journal.pone.0125035	25955359	2014-06-12	2011-02-01	2013-08-01	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	1	1	According to national laws it is stipulated to inform the respective ethics committee, but it was not necessary to register the study in an official registry or to obtain an ethics committee vote, because it was an expanded access study (“Heilversuch”). Despite this, we prospectively obtained a vote of the ethics committee. Study design and patient information form were approved by the local ethics committee (ethics committee of the regional medical association; approval no. EK-BR-50/10-1, date of approval December 10th, 2010). In addition, the study was registered at www.clinicaltrials.gov (ID no. NCT02168790). The authors confirm that all ongoing and related trials for this drug/intervention are registered as required by national laws.	1	abstract	1	abstract	Trial Registration:ClinicalTrials.gov NCT02168790	NA
NCT02181101	The influence of obesity on survival in early, high-risk breast cancer: results from the randomized SUCCESS A trial	10.1186/s13058-015-0639-3	26385214	2014-06-04	2005-09-01	2013-09-01	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	1	0	Trial registration: Clinicaltrials.gov NCT02181101 . Registered September 2005.	0	0	NA	1	abstract	1	abstract	Trial registration: Clinicaltrials.gov NCT02181101 . Registered September 2005.	NA
NCT02189408	Does intraoperative application of leukocyte-poor platelet-rich plasma during arthroscopy for knee degeneration affect postoperative pain, function and quality of life? A 12-month randomized controlled double-blind trial	10.1007/s00402-015-2227-5	25957981	2014-06-11	2010-07-01	2012-12-01	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	0	0	NA	1	abstract	1	abstract	Gov identifier: NCT02189408.	NA
NCT02196545	Effects of physical activity training in patients with Alzheimer's dementia: results of a pilot RCT study	10.1371/journal.pone.0121478	25884637	2014-07-14	2011-08-01	2013-07-01	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	NA	1	1	At the time of submission of the study protocol, the Ethics Committee did not require registration for feasibility or proof of concept studies. The study was registered in ClinicalTrials.gov (NCT02196545) in July 2014 in preparation of a manuscript for publication of the data. The authors confirm that all ongoing and related trials for this intervention are registered. 	1	abstract	1	abstract	Trial registration: ClinicalTrials.gov NCT02196545.	NA
