id	pub_title.x	doi.x	pmid.x	registration_date	start_date	completion_date	has_iv_trn_abstract	has_iv_trn_ft	has_reg_pub_link	reg_1y_after_start.x	reg_after_cd.x	reg_after_pub.x	has_crossreg_eudract	has_crossreg_isrctn	trn_reported	trn_location	reg_reported	reg_location	reg_wording	ab_addressed	ab_justified	ab_date	ab_wording	ft_addressed	ft_justified	ft_date	ft_wording	rr_addressed_total	rr_justified_total	rr_date_total	comment	exclude	pub_eudra_nr
NCT01386619	IL-2 stimulated but not unstimulated NK cells induce selective disappearance of peripheral blood cells: concomitant results to a phase I/II study	10.1371/journal.pone.0027351	22096557	07.06.11	01.01.04	2011-03-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	Clin Gov No.ðNCT 01386619	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01420211	Visualization of hepatic uptake transporter function in healthy subjects by using gadoxetic acid-enhanced MR imaging	10.1148/radiol.12112061	22771883	16.08.11	01.10.06	2010-07-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	The study protocol was approved by the German Federal Department of Drugs and Medicinal Products and by the independent Ethics Committee of the University Medicine of Greifswald and was registered by EudraCT (2006-13--005249-13) andðwww.ClinicalTrials.govð(NCT01420211).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	2006-005249-13
NCT01468740	Stage-adapted treatment of HIV-associated Hodgkin lymphoma: results of a prospective multicenter study	10.1200/jco.2012.41.8137	23045592	01.11.11	01.03.04	2012-07-01	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	1	methods	1	methods	Clinical trial information: NCT01468740.	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01481155	A randomized, half-side comparative study of aminolaevulinate photodynamic therapy vs. CO(2)  laser ablation in immunocompetent patients with multiple actinic keratoses	10.1111/j.1365-2133.2012.11103.x	22708798	24.11.11	01.03.11	NA	FALSE	TRUE	FALSE	FALSE	NA	FALSE	FALSE	FALSE	1	methods	1	methods	The study was registered on ClinicalTrials.gov (Identifier: NCT01481155).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01481909	Rupatadine improves quality of life in mastocytosis: a randomized, double-blind, placebo-controlled trial	10.1111/all.12159	23734572	23.11.11	01.09.10	2011-11-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	The study was designed as a double-blind, placebo-controlled, cross-over trial, approved by the Ethics Committee of Berlin and conducted according to the regulatory authorities and the Declaration of Helsinki (ClinicalTrials.gov identifier: NCT01481909	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01485952	An exploratory double-blind, randomized clinical trial with selisistat, a SirT1 inhibitor, in patients with Huntington's disease	10.1111/bcp.12512	25223731	29.11.11	01.03.11	2011-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	1	conflict of interest	1	conflict of interest	this clinical trial (ClinicalTrials.gov IdentifierðNCT01485952)	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01510860	Therapeutic Equivalence of Ursodeoxycholic Acid Tablets and Ursodeoxycholic Acid Capsules for the Treatment of Primary Biliary Cirrhosis	10.1002/cpdd.24	27121784	12.01.12	01.11.08	2010-07-01	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	The human medical ethics committees of the participating centers in Germany and in The Netherlands approved the study, the trial was registered atðhttp://www.clinicaltrial.govNCT0151086)	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01522911	Atrial and Brain Natriuretic Peptide Secretion After Percutaneous Closure of the Left Atrial Appendage With the Watchman Device	NA	25999139	20.12.11	01.05.10	2012-01-01	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	1	methods	1	methods	All of the procedures were adequately explained to the patients, and informed consent was obtained. The study was approved by the Ethics committee of the University Leipzig (clinical trial NCT01522911).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01556529	Testosterone and type 2 diabetes in men	10.3109/13685538.2013.879113	24471529	21.02.12	01.06.07	2011-06-01	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	conflict of interest	1	conflict of interest	ClinicalTrials.gov Identifier NCT01556529	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01581346	Exercise in patients with non-small cell lung cancer	10.1249/mss.0000000000000158	24042307	05.04.12	01.03.11	2011-12-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	abstract	1	abstract	The study protocol was approved by the ethics committee of the medical faculty of Heidelberg, registered at clinicaltrials.gov (NCT01581346)	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01583075	Single-ring ablation compared with standard circumferential pulmonary vein isolation using remote magnetic catheter navigation	10.1007/s10840-014-9915-x	24943245	20.04.12	01.12.09	NA	FALSE	TRUE	FALSE	TRUE	NA	FALSE	FALSE	FALSE	1	methods	1	methods	The study was registered at clinicaltrials.gov (NCT01583075).ð	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01587157	Capnography improves detection of apnea during procedural sedation for percutaneous transhepatic cholangiodrainage	10.1155/2013/852454	24106730	23.04.12	01.08.10	2011-08-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	The study protocol was approved by the local ethics committee and registered atðClinicalTrials.gov(Identifier:ðNCT01587157).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01596777	Extended-release but not immediate-release and subcutaneous methylnaltrexone antagonizes the loperamide-induced delay of whole-gut transit time in healthy subjects	10.1002/jcph.624	26313157	07.05.12	01.01.10	2010-05-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	The clinical study was approved by the Independent Ethics Committee of the University Medicine Greifswald and by the German Federal Institute for Drugs and Medical Devices (BfArM), and it was registered by EudraCT (2009-014357-32) andðClinicalTrials.gov(NCT01596777).ð	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	2009-014357-32
NCT01601769	A multicentric randomized study comparing two techniques of magnification assisted loop excision of high-grade cervical intraepithelial neoplasia: video exoscopy and colposcopy	10.1007/s00404-013-3134-z	24370959	14.05.12	01.04.11	2012-07-01	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	1	methods	1	methods	The NIH registration number of this study is: NCT01601769.ð	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01607775	Influence of cervical bone mineral density on cage subsidence in patients following stand-alone anterior cervical discectomy and fusion	10.1007/s00586-014-3725-9	25524227	22.05.12	01.02.09	2012-02-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	This trial has been approved by the local ethics committee and has been registered at ClinicalTrials.gov with the trial-ID: NCT01607775	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01607970	Oxytocin facilitates protective responses to aversive social stimuli in males	10.1073/pnas.1208852109	23074247	23.05.12	01.08.11	2012-05-01	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	The present study was approved by the institutional review board of the Medical Faculty of the University of Bonn, registered as a controlled clinical trial (ClinicalTrials.govðIdentifiers:ðNCT01606462ðandðNCT01607970), and carried out in compliance with the latest revision of the Declaration of Helsinki.	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01612754	A noise-reduction program in a pediatric operation theatre is associated with surgeon's benefits and a reduced rate of complications: a prospective controlled clinical trial	10.1097/sla.0000000000000253	24394594	04.06.12	01.09.10	2012-04-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	The ClinicalTrials.gov identifier is NCT01612754.	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01616966	Anesthesia with Propofol versus Sevoflurane: Does the Longer Neuromuscular Block under Sevoflurane Anesthesia Reduce Laryngeal Injuries?	10.1155/2013/723168	23533393	07.06.12	01.08.10	2011-10-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	The study was registrated at ClinicalTrialsGov under numberðNCT01616966.	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01664832	Effects of Synchronization during Noninvasive Intermittent Mandatory Ventilation in Preterm Infants with Respiratory Distress Syndrome Immediately after Extubation	10.1159/000431074	26107742	02.08.12	01.07.12	NA	FALSE	TRUE	FALSE	FALSE	NA	FALSE	FALSE	FALSE	1	methods	1	methods	The study was approved by the local ethics committee and was registered at http://clinicaltrials.gov (No. NCT01664832).ð	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01676246	Metabolic activation and analgesic effect of flupirtine in healthy subjects, influence of the polymorphic NAT2, UGT1A1 and GSTP1	10.1111/bcp.12522	25264565	28.08.12	01.05.08	2009-06-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	The study was registered at EudraCT 2007-007483-17 and ClinicalTrials.gov (NCT01676246).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	2007-007483-17
NCT01716832	Mindful walking in psychologically distressed individuals: a randomized controlled trial	10.1155/2013/489856	23983786	24.10.12	01.03.11	2011-11-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	The study was registered at ClinicalTrials.gov (NCT01716832).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01750489	Sympathetic Activation is Associated with Exercise Limitation in COPD	10.3109/15412555.2015.1136272	26829234	09.12.12	01.08.11	NA	FALSE	TRUE	FALSE	TRUE	NA	FALSE	FALSE	FALSE	1	methods	1	methods	This study was registered with clinicaltrials.gov (NCT01750489) and approved by the Ethics Committee of Gðttingen University (application number 11/10/08).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01752725	A prospective, randomized clinical comparison between UltraCision and the novel sealing and cutting device BiCision in patients with laparoscopic supracervical hysterectomy	10.1007/s00464-013-2994-4	23670744	04.12.12	01.10.11	2012-04-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	abstract	1	abstract	"( www.clinicaltrials.gov ; study identifierðNCT01806012)."	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01798160	Randomized comparison of selective internal radiotherapy (SIRT) versus drug-eluting bead transarterial chemoembolization (DEB-TACE) for the treatment of hepatocellular carcinoma	10.1007/s00270-014-1012-0	25373796	16.02.13	01.02.10	2013-05-01	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	1	methods	1	methods	ðThe study is registered atðwww.clinicaltrials.govðasðNCT01798160.	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01811615	Randomized controlled trial on the efficacy of new alcohol-free chlorhexidine mouthrinses after 8 weeks	10.1111/idh.12111	25382448	18.01.13	01.02.10	NA	FALSE	TRUE	FALSE	TRUE	NA	FALSE	FALSE	FALSE	1	methods	1	methods	The trial was registered at the Clinical Trials Register of the National Institute of Health (NCT01811615,ðwww.clinicaltrials.gov).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01831947	Efficacy and safety of a fixed bimonthly ranibizumab treatment regimen in eyes with neovascular age-related macular degeneration: results from the RABIMO trial	10.1007/s00417-017-3589-x	28102456	11.04.13	01.04.10	2013-03-01	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	The RABIMO study is registered with clinicaltrialsregister.eu under Eudra-CT number 2009-017324-11.	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	2009-017324-11
NCT01880970	Starter formula enriched in prebiotics and probiotics ensures normal growth of infants and promotes gut health: a randomized clinical trial	10.1038/pr.2016.270	28002391	17.06.13	01.10.08	2013-10-01	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	1	financing	1	financing	Clinical trial registration: clinicaltrials.gov NCT01880970	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01900067	Active perioperative patient warming using a self-warming blanket (BARRIER EasyWarm) is superior to passive thermal insulation: a multinational, multicenter, randomized trial	10.1016/j.jclinane.2016.06.030	27687449	08.07.13	01.11.12	2013-03-01	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	The trial was registered onðClinicalTrials.govð(NCT01900067).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01933191	Clinical and neurobiological effects of aerobic exercise in dental phobia: A randomized controlled trial	10.1002/da.22659	28556577	26.07.13	01.08.11	2013-10-01	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	1	methods	1	methods	registered (ClinicalTrials.gov Identifier: NCT01933191).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01981915	Optimum insufflation capacity and peak cough flow in neuromuscular disorders	10.1513/annalsats.201406-264oc	25384211	11.10.13	01.01.11	2013-03-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	The protocol was published onðClinicalTrials.govð(Identifier: NCT01981915).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT01993056	"Injury prevention in male veteran football players - a randomised controlled trial using ""FIFA 11+"""	10.1080/02640414.2014.975736	25370591	19.11.13	01.08.11	2012-06-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	Furthermore, it was registered at ClinicalTrials.gov (identifier: NCT01993056).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT02125669	The role of the 595-nm pulsed dye laser in treating superficial basal cell carcinoma: outcome of a double-blind randomized placebo-controlled trial	10.1111/bjd.13266	25040296	13.04.14	01.11.12	2013-09-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	The protocol was approved by the ethics committee of the Medical Council of Hesse, Germany (file number: FF 57/2012) and registered atðClinicalTrials.govð(identifier: NCT02125669).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT02297646	Carbohydrate intake and training efficacy - a randomized cross-over study	10.1080/02640414.2017.1346276	28657863	10.09.13	01.08.12	2013-12-01	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	1	methods	1	methods	This trial was registered at clinicaltrials.gov as NCT02297646.	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT02359266	Vitamin D supplementation reduces depressive symptoms in patients with chronic liver disease	10.1016/j.clnu.2015.07.004	26212170	04.02.15	01.12.11	2013-12-01	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	abstract	1	abstract	Registration no:ðDRKS00007782 German Clinical Trials Registry (DRKS).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT02529358	Evaluation of a text-message-based maintenance intervention for Major Depressive Disorder after inpatient cognitive behavioral therapy	10.1016/j.jad.2017.10.047	29132073	18.03.15	01.02.12	2013-10-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	The study was registered with clinical trials (Nct02529358).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT02548208	Effect of a Single Administration of Focused Extracorporeal Shock Wave in the Relief of Delayed-Onset Muscle Soreness: Results of a Partially Blinded Randomized Controlled Trial	10.1016/j.apmr.2016.11.013	27993588	09.09.15	01.01.11	2011-12-01	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	1	abstract	1	abstract	Trial registration:ðClinicalTrials.govðNCT02548208.	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT02651766	The Effects of Cupping Massage in Patients with Chronic Neck Pain - A Randomised Controlled Trial	10.1159/000454872	28219058	07.01.16	01.05.09	2011-02-01	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	registered at ClinicalTrials.gov (registration number: NCT02651766	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT02711202	Sequential Targeting of CD52 and TNF Allows Early Minimization Therapy in Kidney Transplantation: From a Biomarker to Targeting in a Proof-Of-Concept Trial	10.1371/journal.pone.0169624	28085915	09.03.16	01.01.07	2009-03-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	1	abstract	1	abstract	Trial registration:ðEudraCT Number: 2006-003110-18.	0	0	0	NA	0	0	0	Healthcare products Regulatory Agency (European Union Drug Regulating Authorities Clinical Trials [EudraCT] Number 2006-003110-18) under the umbrella of the 6thðFrame Program of the European Union ðReprogramming the Immune System for the Establishment of Tolerance (RISET)ð project (clinicaltrials.gov register entry:ðNCT02711202)	0	0	0	NA	0	2006-003110-18
NCT02771652	Internet-Supported Physical Exercise Training for Persons with Multiple Sclerosis-A Randomised, Controlled Study	10.3390/ijms17101667	27706046	04.05.16	01.02.10	2011-11-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	A more detailed intervention description is available on the clinicaltrials.gov entry [36] for the study (NCT02771652, study documents).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT02804412	Constraint-Induced Aphasia Therapy in the Acute Stage: What Is the Key Factor for Efficacy? A Randomized Controlled Study	10.1177/1545968316662707	27506677	09.06.16	01.03.05	2013-03-01	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	1	abstract	1	abstract	Trial registration:ðClinicalTrials.govðNCT02804412.	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
NCT03063008	Transforaminal lumbar interbody fusion using polyetheretherketone oblique cages with and without a titanium coating: a randomised clinical pilot study	10.1302/0301-620x.99b10.bjj-2016-1292.r2	28963159	16.02.17	16.01.12	2013-12-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	The study was registered at Clinicaltrials.gov (NCT03063008).ð	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000005	Efficacy of stapler versus hand-sewn closure after distal pancreatectomy (DISPACT): a randomised, controlled multicentre trial	10.1016/s0140-6736(11)60237-7	21529927	08.08.08	01.01.07	2009-07-03	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	1	abstract	1	abstract	This trial is registered, ISRCTN18452029	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000053	A multicentre RCT on community occupational therapy in Alzheimer's disease: 10 sessions are not better than one consultation	10.1136/bmjopen-2011-000096	22021760	14.11.08	20.08.08	2010-08-31	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	abstract	1	abstract	"International Clinical Trials Registry Platform DRKS00000053;"	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000081	Does internet-based prevention reduce the risk of relapse for anorexia nervosa?	10.1016/j.brat.2011.12.003	22317754	13.02.09	05.04.07	2013-03-31	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	1	introduction	1	introduction	"This RCT was registered with Current Controlled Trials (ISRCTN20173615) and in the ðDeutsches Register Klinischer Studienð (DRKS00000081; German Registry of Clinical Trials)."	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000093	Comparison of endothelial changes and power settings between torsional and longitudinal phacoemulsification	10.1016/j.jcrs.2010.06.060	21029892	25.03.09	14.08.08	2009-12-01	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1	methods	1	methods	The study was approved by the Local Ethics Committee, University of Leipzig, and was reported to the German Clinical Trials Register (ID: DRKS00000093).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000104	Hypocaloric vs Normocaloric Nutrition in Critically Ill Patients: A Prospective Randomized Pilot Trial	10.1177/0148607114528980	24699555	26.03.09	01.10.08	2011-02-28	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	abstract	1	abstract	Trial registration number: DRKS00000104 (German Clinical Trials Register).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000145	Effects of a team-based assessment and intervention on patient safety culture in general practice: an open randomised controlled trial	10.1136/bmjqs-2013-001899	23955468	12.10.09	05.08.09	2011-12-31	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	abstract	1	abstract	Trial registration: German Clinical Trials Register (Deutsches Register Klinischer Studien, DRKS) No. DRKS00000145.	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000150	Effects of treatment with etanercept versus methotrexate on sleep quality, fatigue and selected immune parameters in patients with active rheumatoid arthritis	NA	27385076	19.06.09	24.01.07	2009-07-31	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	1	methods	1	methods	The trial is registered at http://register.germanctr.de, number DRKS00000150.	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000157	Closed-loop automatic oxygen control (CLAC) in preterm infants: a randomized controlled trial	10.1542/peds.2013-1834	24470641	19.08.09	21.04.09	2012-03-31	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1	methods	1	methods	The trial was approved by the institutional review board (project 7/2006) and registered in the German Clinical Trials Register (DRKS00000157).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000245	Implementing panic-focused psychodynamic psychotherapy into clinical practice	10.1177/070674371305800604	23768260	08.12.09	27.01.06	2011-05-29	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	1	abstract	1	abstract	"Clinical trial registration number:ðGerman Clinical Trials Register, DRKS00000245; Universal Trial Number, U1111-1112-4245)."	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000337	Inpatient-based intensive interdisciplinary pain treatment for highly impaired children with severe chronic pain: randomized controlled trial of efficacy and economic effects	10.1016/j.pain.2013.09.015	24060708	02.03.10	02.11.09	2011-09-07	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	methods	1	methods	The study was approved by the Ethics Committee of the Witten/Herdecke University (Nr. 78/2007) and registered in the Deutsches Studienregister fðr Klinische Studien (trial number DRKS00000337) and the ISRCTN register (trial number ISRCTN91385238).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000449	Oxygen supplementation in noninvasive home mechanical ventilation: the crucial roles of CO2 exhalation systems and leakages	10.4187/respcare.02596	23801785	05.10.10	11.12.09	2010-08-05	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	1	abstract	1	abstract	(German Clinical Trials Registry, www.drks.de, DRKS00000449).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000450	Home mechanical ventilation for COPD: high-intensity versus target volume noninvasive ventilation	10.4187/respcare.02941	25074944	05.10.10	16.02.10	2011-02-15	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1	abstract	1	abstract	(German Clinical Trials Register [www.drks.de] Registration DRKS00000450.).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000575	Disclosure of new health problems and intervention planning using a geriatric assessment in a primary care setting	10.3325/cmj.2010.51.493	21162161	07.10.10	16.07.08	2010-05-27	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	abstract	1	abstract	Registration number: DRKS00000575	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000644	First clinical experiences with CAD/CAM-fabricated PMMA-based fixed dental prostheses as long-term temporaries	10.1007/s00784-015-1475-7	25898895	24.06.13	23.03.09	2013-01-14	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	abstract	1	abstract	This clinical trial was approved by the Ethics Committee of Tuebingen University (30/2009MPG2) and is listed at the German Clinical Trials Register (DRKS00000644)	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000651	Exercise therapy in hip osteoarthritis--a randomized controlled trial	10.3238/arztebl.2014.0592	25249361	08.03.11	20.08.10	2013-01-22	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	methods	1	methods	The study was registered with the German Clinical Trials Register (DRKS, Deutsches Register fðr Klinische Studien), No DRKS00000651	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000662	A Telephone- and Text Message-Based Telemedicine Concept for Patients with Mental Health Disorders: Results of a Randomized Controlled Trial	10.1159/000369468	25721861	24.01.11	01.09.09	2013-01-31	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	1	abstract	1	abstract	The study was registered in the German Clinical Trials Register (DRKS00000662).ð	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000671	Trans-Sector Integrated Treatment in Psychosis and Addiction	10.3238/arztebl.2015.0683	26554316	02.03.11	18.01.11	2013-07-05	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	acknowledgments	1	acknowledgments	"The study was registered with ClinicalTrials.gov (U1111ð1119ð5851) and the German Clinical Trials Register (Deutsches Register Klinischer Studien; DRKS-ID: DRKS00000671)."	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000710	The effect of continuous positive airway pressure on stair-climbing performance in severe COPD patients	10.3109/15412555.2012.734872	23547631	01.02.11	01.12.08	2010-09-01	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	The trial was registered at the German Clinical Trials Register (Trial Registration number: DRKS00000710).	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000723	Mobilisation of hematopoietic CD34+ precursor cells in patients with acute stroke is safe--results of an open-labeled non randomized phase I/II trial	10.1371/journal.pone.0023099	21887230	22.02.11	01.12.02	2009-10-01	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	1	abstract	1	abstract	Trial registration:ðGerman Clinical Trial Register DRKS 00000723	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00000788	A common SCN1A splice-site polymorphism modifies the effect of carbamazepine on cortical excitability--a pharmacogenetic transcranial magnetic stimulation study	10.1111/epi.12515	24417206	05.04.11	16.09.09	2011-06-24	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	1	methods	1	methods	"The study was approved by the local institutional review board (IRB) and the German Federal Institute of Drugs and Medical Devices (BfArM; eudraCT number 2008-003392-40)."	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	2008-003392-40
DRKS00003111	Effect of a fermented dietary supplement containing chromium and zinc on metabolic control in patients with type 2 diabetes: a randomized, placebo-controlled, double-blind cross-over study	10.3402/fnr.v60.30298	27343205	18.07.11	28.10.10	2012-03-09	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1	methods	1	methods	It was registered in the German Clinical Trials Register (DRKS 00003111)	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
DRKS00003172	Magnetic resonance imaging study of the in vivo position of the extraglottic airway devices i-gelª and LMA-Supremeª in anaesthetized human volunteers	10.1093/bja/aes314	23015619	01.07.11	11.04.10	2011-02-20	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	methods	1	methods	This study was approved by our institutional review board (Clinical Trial Number, German Clinical Trial Registry: DRKS00003172	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	
